"season","mnth","day","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","bikers"
2,"April",96,"15",0,3,1,"clear",0.52,0.5,0.32,0.3284,117
2,"April",96,"16",0,3,1,"clear",0.54,0.5152,0.28,0.4179,169
2,"April",96,"17",0,3,1,"clear",0.52,0.5,0.32,0.4478,356
2,"April",96,"18",0,3,1,"clear",0.52,0.5,0.29,0.3582,325
2,"April",96,"19",0,3,1,"clear",0.5,0.4848,0.31,0.2985,232
2,"April",96,"20",0,3,1,"clear",0.46,0.4545,0.51,0.2239,141
2,"April",96,"21",0,3,1,"clear",0.46,0.4545,0.41,0.2836,102
2,"April",96,"22",0,3,1,"clear",0.46,0.4545,0.41,0.2836,84
2,"April",96,"23",0,3,1,"clear",0.46,0.4545,0.41,0.2985,40
2,"April",97,"0",0,4,1,"clear",0.46,0.4545,0.41,0.2836,20
2,"April",97,"1",0,4,1,"clear",0.42,0.4242,0.47,0.1343,13
2,"April",97,"2",0,4,1,"clear",0.42,0.4242,0.54,0,7
2,"April",97,"3",0,4,1,"clear",0.36,0.3485,0.66,0.194,3
2,"April",97,"4",0,4,1,"clear",0.34,0.3333,0.76,0.194,1
2,"April",97,"5",0,4,1,"clear",0.34,0.3182,0.76,0.2239,6
2,"April",97,"6",0,4,1,"clear",0.32,0.303,0.81,0.2537,64
2,"April",97,"7",0,4,1,"cloudy/misty",0.34,0.3333,0.76,0.1642,160
2,"April",97,"8",0,4,1,"clear",0.36,0.3485,0.76,0.194,314
2,"April",97,"9",0,4,1,"cloudy/misty",0.4,0.4091,0.66,0.1343,170
2,"April",97,"10",0,4,1,"cloudy/misty",0.42,0.4242,0.67,0.1045,95
2,"April",97,"11",0,4,1,"cloudy/misty",0.46,0.4545,0.55,0,122
2,"April",97,"12",0,4,1,"cloudy/misty",0.46,0.4545,0.55,0,153
2,"April",97,"13",0,4,1,"cloudy/misty",0.52,0.5,0.48,0.0896,135
2,"April",97,"14",0,4,1,"clear",0.56,0.5303,0.43,0.0896,157
2,"April",97,"15",0,4,1,"clear",0.6,0.6212,0.38,0.1045,160
2,"April",97,"16",0,4,1,"clear",0.6,0.6212,0.35,0,213
2,"April",97,"17",0,4,1,"clear",0.52,0.5,0.52,0.2836,343
2,"April",97,"18",0,4,1,"clear",0.48,0.4697,0.55,0.2537,333
2,"April",97,"19",0,4,1,"clear",0.46,0.4545,0.59,0.2985,226
2,"April",97,"20",0,4,1,"clear",0.44,0.4394,0.62,0.1642,203
2,"April",97,"21",0,4,1,"cloudy/misty",0.44,0.4394,0.67,0.2836,108
2,"April",97,"22",0,4,1,"cloudy/misty",0.4,0.4091,0.76,0.194,81
2,"April",97,"23",0,4,1,"clear",0.38,0.3939,0.76,0.2537,54
2,"April",98,"0",0,5,1,"cloudy/misty",0.36,0.3485,0.76,0.2239,25
2,"April",98,"1",0,5,1,"cloudy/misty",0.34,0.3333,0.76,0.1343,9
2,"April",98,"2",0,5,1,"light rain/snow",0.34,0.3333,0.76,0.1642,13
2,"April",98,"3",0,5,1,"light rain/snow",0.34,0.3333,0.76,0.1642,1
2,"April",98,"4",0,5,1,"cloudy/misty",0.34,0.3333,0.86,0.1343,1
2,"April",98,"5",0,5,1,"cloudy/misty",0.32,0.3182,0.87,0.194,9
2,"April",98,"6",0,5,1,"cloudy/misty",0.34,0.3636,0.87,0,35
2,"April",98,"7",0,5,1,"light rain/snow",0.34,0.3333,0.87,0.1642,113
2,"April",98,"8",0,5,1,"light rain/snow",0.34,0.3333,0.87,0.1642,221
2,"April",98,"9",0,5,1,"cloudy/misty",0.36,0.3485,0.76,0.194,185
2,"April",98,"10",0,5,1,"cloudy/misty",0.36,0.3333,0.71,0.2836,73
2,"April",98,"11",0,5,1,"cloudy/misty",0.4,0.4091,0.62,0.3881,98
2,"April",98,"12",0,5,1,"light rain/snow",0.38,0.3939,0.66,0.2239,80
2,"April",98,"13",0,5,1,"light rain/snow",0.36,0.3333,0.76,0.2836,42
2,"April",98,"14",0,5,1,"light rain/snow",0.34,0.3182,0.87,0.2239,15
2,"April",98,"15",0,5,1,"light rain/snow",0.34,0.3182,0.87,0.2239,25
2,"April",98,"16",0,5,1,"cloudy/misty",0.32,0.303,0.93,0.2537,60
2,"April",98,"17",0,5,1,"light rain/snow",0.32,0.303,0.93,0.2537,148
2,"April",98,"18",0,5,1,"light rain/snow",0.32,0.303,0.93,0.2537,62
2,"April",98,"19",0,5,1,"light rain/snow",0.3,0.2727,0.93,0.4179,53
2,"April",98,"20",0,5,1,"cloudy/misty",0.3,0.2727,0.93,0.3284,63
2,"April",98,"21",0,5,1,"cloudy/misty",0.3,0.2879,0.93,0.2537,54
2,"April",98,"22",0,5,1,"cloudy/misty",0.3,0.2727,0.93,0.2985,51
2,"April",98,"23",0,5,1,"cloudy/misty",0.3,0.2879,0.93,0.2239,35
2,"April",99,"0",0,6,0,"cloudy/misty",0.3,0.2879,0.87,0.2239,31
2,"April",99,"1",0,6,0,"cloudy/misty",0.3,0.303,0.87,0.1343,20
2,"April",99,"2",0,6,0,"cloudy/misty",0.32,0.303,0.87,0.2239,17
2,"April",99,"3",0,6,0,"light rain/snow",0.3,0.2879,1,0.2537,14
2,"April",99,"4",0,6,0,"light rain/snow",0.3,0.2727,1,0.2537,3
2,"April",99,"5",0,6,0,"cloudy/misty",0.3,0.2879,0.93,0.2239,5
2,"April",99,"6",0,6,0,"cloudy/misty",0.3,0.2879,0.93,0.194,13
2,"April",99,"7",0,6,0,"cloudy/misty",0.3,0.303,0.93,0.1642,21
2,"April",99,"8",0,6,0,"cloudy/misty",0.32,0.303,0.93,0.1642,54
2,"April",99,"9",0,6,0,"cloudy/misty",0.34,0.3485,0.87,0.1045,98
2,"April",99,"10",0,6,0,"cloudy/misty",0.34,0.3333,0.87,0.1343,133
2,"April",99,"11",0,6,0,"cloudy/misty",0.36,0.3636,0.81,0,142
2,"April",99,"12",0,6,0,"cloudy/misty",0.36,0.3485,0.81,0.1343,202
2,"April",99,"13",0,6,0,"cloudy/misty",0.36,0.3788,0.81,0,222
2,"April",99,"14",0,6,0,"cloudy/misty",0.36,0.3485,0.81,0.1343,212
2,"April",99,"15",0,6,0,"cloudy/misty",0.36,0.3788,0.87,0,201
2,"April",99,"16",0,6,0,"cloudy/misty",0.38,0.3939,0.82,0,191
2,"April",99,"17",0,6,0,"cloudy/misty",0.38,0.3939,0.82,0.0896,257
2,"April",99,"18",0,6,0,"cloudy/misty",0.38,0.3939,0.82,0.1045,177
2,"April",99,"19",0,6,0,"cloudy/misty",0.38,0.3939,0.82,0.1343,130
2,"April",99,"20",0,6,0,"cloudy/misty",0.38,0.3939,0.87,0.1642,93
2,"April",99,"21",0,6,0,"cloudy/misty",0.36,0.3485,0.93,0.1343,75
2,"April",99,"22",0,6,0,"cloudy/misty",0.36,0.3485,0.93,0.1343,87
2,"April",99,"23",0,6,0,"cloudy/misty",0.38,0.3939,0.87,0.0896,57
2,"April",100,"0",0,0,0,"cloudy/misty",0.38,0.3939,0.87,0.0896,53
2,"April",100,"1",0,0,0,"cloudy/misty",0.38,0.3939,0.87,0.1343,37
2,"April",100,"2",0,0,0,"cloudy/misty",0.38,0.3939,0.87,0.0896,36
2,"April",100,"3",0,0,0,"cloudy/misty",0.38,0.3939,0.87,0.1343,16
2,"April",100,"4",0,0,0,"cloudy/misty",0.36,0.3636,0.93,0.1045,5
2,"April",100,"5",0,0,0,"cloudy/misty",0.36,0.3636,0.93,0.0896,4
2,"April",100,"6",0,0,0,"cloudy/misty",0.36,0.3636,0.93,0.0896,4
2,"April",100,"7",0,0,0,"cloudy/misty",0.36,0.3636,1,0.0896,10
2,"April",100,"8",0,0,0,"cloudy/misty",0.38,0.3939,0.94,0.0896,55
2,"April",100,"9",0,0,0,"cloudy/misty",0.38,0.3939,0.94,0.1343,81
2,"April",100,"10",0,0,0,"cloudy/misty",0.4,0.4091,0.87,0,150
2,"April",100,"11",0,0,0,"cloudy/misty",0.4,0.4091,0.87,0.1343,202
2,"April",100,"12",0,0,0,"cloudy/misty",0.42,0.4242,0.88,0.1343,230
2,"April",100,"13",0,0,0,"clear",0.46,0.4545,0.82,0.1045,263
2,"April",100,"14",0,0,0,"clear",0.5,0.4848,0.72,0.194,281
2,"April",100,"15",0,0,0,"clear",0.5,0.4848,0.77,0.2239,297
2,"April",100,"16",0,0,0,"cloudy/misty",0.52,0.5,0.72,0.1642,288
2,"April",100,"17",0,0,0,"cloudy/misty",0.52,0.5,0.72,0.194,236
2,"April",100,"18",0,0,0,"clear",0.5,0.4848,0.77,0.194,240
2,"April",100,"19",0,0,0,"clear",0.5,0.4848,0.77,0.194,131
2,"April",100,"20",0,0,0,"clear",0.46,0.4545,0.82,0.1343,92
2,"April",100,"21",0,0,0,"clear",0.44,0.4394,0.88,0.194,95
2,"April",100,"22",0,0,0,"clear",0.44,0.4394,0.94,0.2537,57
2,"April",100,"23",0,0,0,"clear",0.46,0.4545,0.88,0.3582,32
2,"April",101,"0",0,1,1,"clear",0.48,0.4697,0.88,0.3284,23
2,"April",101,"1",0,1,1,"clear",0.46,0.4545,0.94,0.2836,4
2,"April",101,"2",0,1,1,"clear",0.46,0.4545,0.94,0.2836,9
2,"April",101,"4",0,1,1,"clear",0.46,0.4545,0.94,0.194,1
2,"April",101,"5",0,1,1,"clear",0.46,0.4545,0.94,0.194,13
2,"April",101,"6",0,1,1,"cloudy/misty",0.46,0.4545,1,0.2239,61
2,"April",101,"7",0,1,1,"cloudy/misty",0.5,0.4848,0.88,0.2239,176
2,"April",101,"8",0,1,1,"cloudy/misty",0.52,0.5,0.88,0.2836,314
2,"April",101,"9",0,1,1,"cloudy/misty",0.56,0.5303,0.83,0.2836,165
2,"April",101,"10",0,1,1,"cloudy/misty",0.56,0.5303,0.83,0.2985,96
2,"April",101,"11",0,1,1,"cloudy/misty",0.6,0.5909,0.73,0.2985,104
2,"April",101,"12",0,1,1,"cloudy/misty",0.6,0.5909,0.73,0.3284,134
2,"April",101,"13",0,1,1,"cloudy/misty",0.64,0.6061,0.69,0.4179,139
2,"April",101,"14",0,1,1,"cloudy/misty",0.72,0.6667,0.54,0.3582,145
2,"April",101,"15",0,1,1,"clear",0.74,0.6667,0.48,0.5224,141
2,"April",101,"16",0,1,1,"clear",0.74,0.6667,0.48,0.5224,235
2,"April",101,"17",0,1,1,"clear",0.74,0.6667,0.48,0.5224,452
2,"April",101,"18",0,1,1,"clear",0.72,0.6667,0.51,0.3881,383
2,"April",101,"19",0,1,1,"clear",0.72,0.6667,0.51,0.4478,284
2,"April",101,"20",0,1,1,"clear",0.68,0.6364,0.57,0.5224,166
2,"April",101,"21",0,1,1,"clear",0.66,0.6212,0.61,0.2537,158
2,"April",101,"22",0,1,1,"cloudy/misty",0.64,0.6212,0.5,0.2836,91
2,"April",101,"23",0,1,1,"light rain/snow",0.58,0.5455,0.6,0,54
2,"April",102,"0",0,2,1,"cloudy/misty",0.62,0.6212,0.5,0.1045,24
2,"April",102,"1",0,2,1,"cloudy/misty",0.62,0.6212,0.5,0.0896,13
2,"April",102,"2",0,2,1,"cloudy/misty",0.6,0.6212,0.53,0.1343,14
2,"April",102,"3",0,2,1,"cloudy/misty",0.58,0.5455,0.56,0.1343,1
2,"April",102,"4",0,2,1,"cloudy/misty",0.56,0.5303,0.64,0.1343,6
2,"April",102,"5",0,2,1,"cloudy/misty",0.54,0.5152,0.68,0.1343,16
2,"April",102,"6",0,2,1,"cloudy/misty",0.54,0.5152,0.68,0.2836,58
2,"April",102,"7",0,2,1,"cloudy/misty",0.54,0.5152,0.68,0.2239,189
2,"April",102,"8",0,2,1,"light rain/snow",0.48,0.4697,0.88,0.3881,226
2,"April",102,"9",0,2,1,"light rain/snow",0.46,0.4545,0.94,0.4925,54
2,"April",102,"10",0,2,1,"light rain/snow",0.5,0.4848,0.82,0.4179,40
2,"April",102,"11",0,2,1,"clear",0.52,0.5,0.77,0.3582,49
2,"April",102,"12",0,2,1,"cloudy/misty",0.56,0.5303,0.64,0.4627,92
2,"April",102,"13",0,2,1,"light rain/snow",0.54,0.5152,0.68,0.2836,106
2,"April",102,"14",0,2,1,"cloudy/misty",0.5,0.4848,0.82,0.2836,44
2,"April",102,"15",0,2,1,"cloudy/misty",0.48,0.4697,0.77,0.5224,78
2,"April",102,"16",0,2,1,"cloudy/misty",0.48,0.4697,0.77,0.3881,99
2,"April",102,"17",0,2,1,"light rain/snow",0.44,0.4394,0.77,0.2239,291
2,"April",102,"18",0,2,1,"light rain/snow",0.44,0.4394,0.77,0.2239,224
2,"April",102,"19",0,2,1,"cloudy/misty",0.42,0.4242,0.82,0.2836,130
2,"April",102,"20",0,2,1,"cloudy/misty",0.42,0.4242,0.82,0.2836,103
2,"April",102,"21",0,2,1,"cloudy/misty",0.42,0.4242,0.82,0.194,84
2,"April",102,"22",0,2,1,"cloudy/misty",0.4,0.4091,0.94,0.2985,54
2,"April",102,"23",0,2,1,"cloudy/misty",0.4,0.4091,0.94,0.2537,39
2,"April",103,"0",0,3,1,"cloudy/misty",0.4,0.4091,1,0.2985,15
2,"April",103,"1",0,3,1,"cloudy/misty",0.4,0.4091,1,0.2985,1
2,"April",103,"2",0,3,1,"light rain/snow",0.4,0.4091,1,0.2985,2
2,"April",103,"3",0,3,1,"light rain/snow",0.4,0.4091,0.94,0.3284,2
2,"April",103,"4",0,3,1,"light rain/snow",0.4,0.4091,0.94,0.3284,3
2,"April",103,"5",0,3,1,"light rain/snow",0.38,0.3939,0.94,0.2537,5
2,"April",103,"6",0,3,1,"light rain/snow",0.38,0.3939,0.94,0.2239,34
2,"April",103,"7",0,3,1,"light rain/snow",0.36,0.3485,1,0.2239,70
2,"April",103,"8",0,3,1,"light rain/snow",0.38,0.3939,0.94,0.194,164
2,"April",103,"9",0,3,1,"cloudy/misty",0.38,0.3939,0.94,0.2239,65
2,"April",103,"10",0,3,1,"cloudy/misty",0.4,0.4091,0.87,0.194,46
2,"April",103,"11",0,3,1,"cloudy/misty",0.42,0.4242,0.82,0.194,61
2,"April",103,"12",0,3,1,"light rain/snow",0.42,0.4242,0.82,0.2537,95
2,"April",103,"13",0,3,1,"cloudy/misty",0.44,0.4394,0.77,0.194,61
2,"April",103,"14",0,3,1,"cloudy/misty",0.42,0.4242,0.77,0.2537,106
2,"April",103,"15",0,3,1,"cloudy/misty",0.44,0.4394,0.72,0.2836,81
2,"April",103,"16",0,3,1,"clear",0.46,0.4545,0.67,0.2836,142
2,"April",103,"17",0,3,1,"clear",0.46,0.4545,0.67,0.2985,309
2,"April",103,"18",0,3,1,"clear",0.44,0.4394,0.62,0.3881,321
2,"April",103,"19",0,3,1,"clear",0.44,0.4394,0.62,0.2537,175
2,"April",103,"20",0,3,1,"clear",0.44,0.4394,0.62,0.2537,126
2,"April",103,"21",0,3,1,"clear",0.42,0.4242,0.67,0.1642,117
2,"April",103,"22",0,3,1,"clear",0.42,0.4242,0.67,0.194,99
2,"April",103,"23",0,3,1,"clear",0.4,0.4091,0.71,0.1343,62
2,"April",104,"0",0,4,1,"clear",0.38,0.3939,0.76,0.1343,21
2,"April",104,"1",0,4,1,"clear",0.38,0.3939,0.76,0.2239,10
2,"April",104,"2",0,4,1,"clear",0.36,0.3485,0.76,0.1343,3
2,"April",104,"3",0,4,1,"clear",0.34,0.3333,0.81,0.1343,2
2,"April",104,"4",0,4,1,"clear",0.34,0.3636,0.76,0,9
2,"April",104,"5",0,4,1,"clear",0.34,0.3485,0.76,0.0896,14
2,"April",104,"6",0,4,1,"clear",0.34,0.3485,0.76,0.1045,70
2,"April",104,"7",0,4,1,"clear",0.38,0.3939,0.66,0,193
2,"April",104,"8",0,4,1,"clear",0.42,0.4242,0.58,0.1642,337
2,"April",104,"9",0,4,1,"clear",0.46,0.4545,0.51,0.1343,170
2,"April",104,"10",0,4,1,"clear",0.5,0.4848,0.51,0.194,89
2,"April",104,"11",0,4,1,"clear",0.52,0.5,0.45,0.1642,115
2,"April",104,"12",0,4,1,"clear",0.54,0.5152,0.42,0.1343,145
2,"April",104,"13",0,4,1,"clear",0.56,0.5303,0.37,0.2239,159
2,"April",104,"14",0,4,1,"clear",0.56,0.5303,0.35,0.0896,137
2,"April",104,"15",0,4,1,"clear",0.6,0.6212,0.31,0.0896,142
2,"April",104,"16",0,4,1,"clear",0.6,0.6061,0.26,0.1045,202
2,"April",104,"17",0,4,1,"clear",0.6,0.6061,0.28,0,388
2,"April",104,"18",0,4,1,"clear",0.56,0.5303,0.3,0,337
2,"April",104,"19",0,4,1,"clear",0.54,0.5152,0.32,0,259
2,"April",104,"20",0,4,1,"clear",0.5,0.4848,0.51,0.194,169
2,"April",104,"21",0,4,1,"clear",0.46,0.4545,0.63,0.1343,145
2,"April",104,"22",0,4,1,"clear",0.48,0.4697,0.55,0.1045,104
2,"April",104,"23",0,4,1,"clear",0.46,0.4545,0.59,0.1045,47
2,"April",105,"0",1,5,0,"clear",0.44,0.4394,0.67,0,27
2,"April",105,"1",1,5,0,"clear",0.44,0.4394,0.62,0,15
2,"April",105,"2",1,5,0,"clear",0.4,0.4091,0.76,0,18
2,"April",105,"3",1,5,0,"clear",0.4,0.4091,0.76,0,3
2,"April",105,"4",1,5,0,"clear",0.38,0.3939,0.82,0.0896,3
2,"April",105,"5",1,5,0,"clear",0.36,0.3636,0.81,0.1045,13
2,"April",105,"6",1,5,0,"clear",0.36,0.3636,0.81,0.0896,47
2,"April",105,"7",1,5,0,"clear",0.4,0.4091,0.71,0.1642,149
2,"April",105,"8",1,5,0,"clear",0.44,0.4394,0.62,0.2985,300
2,"April",105,"9",1,5,0,"clear",0.5,0.4848,0.55,0.194,178
2,"April",105,"10",1,5,0,"clear",0.5,0.4848,0.55,0.194,122
2,"April",105,"11",1,5,0,"clear",0.52,0.5,0.55,0.194,136
2,"April",105,"12",1,5,0,"clear",0.52,0.5,0.55,0.2836,200
2,"April",105,"13",1,5,0,"clear",0.54,0.5152,0.52,0.2537,180
2,"April",105,"14",1,5,0,"clear",0.54,0.5152,0.52,0.2537,163
2,"April",105,"15",1,5,0,"clear",0.54,0.5152,0.52,0.4478,162
2,"April",105,"16",1,5,0,"clear",0.52,0.5,0.55,0.4925,243
2,"April",105,"17",1,5,0,"cloudy/misty",0.5,0.4848,0.63,0.3881,331
2,"April",105,"18",1,5,0,"cloudy/misty",0.46,0.4545,0.67,0.3881,263
2,"April",105,"19",1,5,0,"clear",0.42,0.4242,0.77,0.3881,209
2,"April",105,"20",1,5,0,"cloudy/misty",0.4,0.4091,0.76,0.3284,118
2,"April",105,"21",1,5,0,"cloudy/misty",0.4,0.4091,0.76,0.2985,102
2,"April",105,"22",1,5,0,"cloudy/misty",0.38,0.3939,0.82,0.3881,80
2,"April",105,"23",1,5,0,"cloudy/misty",0.36,0.3485,0.81,0.194,64
2,"April",106,"0",0,6,0,"cloudy/misty",0.36,0.3485,0.81,0.2239,43
2,"April",106,"1",0,6,0,"cloudy/misty",0.36,0.3333,0.87,0.2836,33
2,"April",106,"2",0,6,0,"cloudy/misty",0.36,0.3485,0.87,0.1343,24
2,"April",106,"3",0,6,0,"cloudy/misty",0.36,0.3485,0.87,0.1642,14
2,"April",106,"4",0,6,0,"cloudy/misty",0.36,0.3485,0.87,0.2239,5
2,"April",106,"5",0,6,0,"cloudy/misty",0.38,0.3939,0.87,0.2836,4
2,"April",106,"6",0,6,0,"light rain/snow",0.4,0.4091,0.82,0.3284,10
2,"April",106,"7",0,6,0,"cloudy/misty",0.4,0.4091,0.82,0.4179,21
2,"April",106,"8",0,6,0,"light rain/snow",0.4,0.4091,0.87,0.3582,45
2,"April",106,"9",0,6,0,"light rain/snow",0.4,0.4091,1,0.2985,29
2,"April",106,"10",0,6,0,"light rain/snow",0.42,0.4242,0.94,0.3881,22
2,"April",106,"11",0,6,0,"light rain/snow",0.42,0.4242,0.94,0.4478,31
2,"April",106,"12",0,6,0,"cloudy/misty",0.46,0.4545,0.88,0.5821,32
2,"April",106,"13",0,6,0,"light rain/snow",0.46,0.4545,0.94,0.5224,58
2,"April",106,"14",0,6,0,"light rain/snow",0.52,0.5,0.83,0.5821,63
2,"April",106,"15",0,6,0,"light rain/snow",0.52,0.5,0.83,0.5821,78
2,"April",106,"16",0,6,0,"light rain/snow",0.5,0.4848,0.88,0.4627,33
2,"April",106,"17",0,6,0,"light rain/snow",0.5,0.4848,0.88,0.5821,15
2,"April",106,"18",0,6,0,"cloudy/misty",0.5,0.4848,0.94,0.3881,38
2,"April",106,"19",0,6,0,"cloudy/misty",0.52,0.5,0.94,0.4179,71
2,"April",106,"20",0,6,0,"light rain/snow",0.44,0.4394,0.94,0.2239,53
2,"April",106,"21",0,6,0,"cloudy/misty",0.44,0.4394,0.94,0,14
2,"April",106,"22",0,6,0,"light rain/snow",0.42,0.4242,1,0,24
2,"April",106,"23",0,6,0,"cloudy/misty",0.44,0.4394,0.77,0.2836,35
2,"April",107,"0",0,0,0,"cloudy/misty",0.44,0.4394,0.77,0.2836,33
2,"April",107,"1",0,0,0,"clear",0.42,0.4242,0.67,0.2239,31
2,"April",107,"2",0,0,0,"clear",0.4,0.4091,0.62,0.194,29
2,"April",107,"3",0,0,0,"clear",0.4,0.4091,0.66,0.1343,25
2,"April",107,"4",0,0,0,"clear",0.36,0.3636,0.76,0.1045,7
2,"April",107,"5",0,0,0,"clear",0.36,0.3485,0.71,0.1642,3
2,"April",107,"6",0,0,0,"clear",0.36,0.3182,0.66,0.4478,8
2,"April",107,"7",0,0,0,"clear",0.36,0.3333,0.5,0.3582,16
2,"April",107,"8",0,0,0,"clear",0.38,0.3939,0.46,0.3881,43
2,"April",107,"9",0,0,0,"clear",0.4,0.4091,0.43,0.2836,102
2,"April",107,"10",0,0,0,"clear",0.42,0.4242,0.44,0.4478,211
2,"April",107,"11",0,0,0,"clear",0.46,0.4545,0.41,0.4179,304
2,"April",107,"12",0,0,0,"clear",0.46,0.4545,0.38,0.3881,354
2,"April",107,"13",0,0,0,"clear",0.5,0.4848,0.34,0.3881,343
2,"April",107,"14",0,0,0,"clear",0.52,0.5,0.34,0.3881,361
2,"April",107,"15",0,0,0,"clear",0.54,0.5152,0.32,0.5224,388
2,"April",107,"16",0,0,0,"clear",0.54,0.5152,0.3,0.3582,343
2,"April",107,"17",0,0,0,"clear",0.56,0.5303,0.3,0.4478,306
2,"April",107,"18",0,0,0,"clear",0.56,0.5303,0.3,0.3881,277
2,"April",107,"19",0,0,0,"clear",0.56,0.5303,0.3,0.2985,210
2,"April",107,"20",0,0,0,"clear",0.52,0.5,0.36,0.194,141
2,"April",107,"21",0,0,0,"clear",0.5,0.4848,0.42,0.194,83
2,"April",107,"22",0,0,0,"clear",0.5,0.4848,0.39,0.1045,70
2,"April",107,"23",0,0,0,"clear",0.44,0.4394,0.67,0.1642,56
2,"April",108,"0",0,1,1,"clear",0.46,0.4545,0.47,0.0896,39
2,"April",108,"1",0,1,1,"clear",0.46,0.4545,0.47,0.1343,19
2,"April",108,"2",0,1,1,"clear",0.42,0.4242,0.67,0.1045,16
2,"April",108,"3",0,1,1,"clear",0.42,0.4242,0.62,0.1045,7
2,"April",108,"4",0,1,1,"clear",0.4,0.4091,0.87,0.1642,6
2,"April",108,"5",0,1,1,"clear",0.4,0.4091,0.76,0.0896,16
2,"April",108,"6",0,1,1,"clear",0.4,0.4091,0.82,0,54
2,"April",108,"7",0,1,1,"clear",0.46,0.4545,0.63,0,168
2,"April",108,"8",0,1,1,"clear",0.46,0.4545,0.63,0,297
2,"April",108,"9",0,1,1,"cloudy/misty",0.5,0.4848,0.55,0.1045,169
2,"April",108,"10",0,1,1,"cloudy/misty",0.52,0.5,0.55,0.1045,109
2,"April",108,"11",0,1,1,"cloudy/misty",0.54,0.5152,0.52,0.0896,123
2,"April",108,"12",0,1,1,"cloudy/misty",0.56,0.5303,0.49,0.0896,184
2,"April",108,"13",0,1,1,"cloudy/misty",0.56,0.5303,0.49,0.1642,169
2,"April",108,"14",0,1,1,"cloudy/misty",0.58,0.5455,0.49,0.194,144
2,"April",108,"15",0,1,1,"cloudy/misty",0.6,0.6212,0.43,0.194,176
2,"April",108,"16",0,1,1,"clear",0.6,0.6212,0.46,0.2836,205
2,"April",108,"17",0,1,1,"clear",0.58,0.5455,0.49,0.2836,428
2,"April",108,"18",0,1,1,"clear",0.64,0.6212,0.31,0.3582,362
2,"April",108,"19",0,1,1,"clear",0.56,0.5303,0.46,0.2537,286
2,"April",108,"20",0,1,1,"clear",0.6,0.6212,0.33,0.2985,165
2,"April",108,"21",0,1,1,"clear",0.56,0.5303,0.37,0.2836,151
2,"April",108,"22",0,1,1,"clear",0.52,0.5,0.55,0.2836,90
2,"April",108,"23",0,1,1,"clear",0.5,0.4848,0.59,0.2537,46
2,"April",109,"0",0,2,1,"clear",0.5,0.4848,0.55,0.2239,25
2,"April",109,"1",0,2,1,"clear",0.46,0.4545,0.63,0.2239,7
2,"April",109,"2",0,2,1,"clear",0.46,0.4545,0.67,0.2836,13
2,"April",109,"3",0,2,1,"clear",0.48,0.4697,0.63,0.2239,3
2,"April",109,"4",0,2,1,"clear",0.46,0.4545,0.67,0.0896,5
2,"April",109,"5",0,2,1,"cloudy/misty",0.46,0.4545,0.72,0.194,18
2,"April",109,"6",0,2,1,"cloudy/misty",0.48,0.4697,0.67,0,65
2,"April",109,"7",0,2,1,"cloudy/misty",0.52,0.5,0.55,0,188
2,"April",109,"8",0,2,1,"cloudy/misty",0.5,0.4848,0.68,0.1343,351
2,"April",109,"9",0,2,1,"light rain/snow",0.52,0.5,0.63,0.0896,162
2,"April",109,"10",0,2,1,"cloudy/misty",0.5,0.4848,0.72,0.2239,75
2,"April",109,"11",0,2,1,"cloudy/misty",0.54,0.5152,0.68,0.1642,72
2,"April",109,"12",0,2,1,"cloudy/misty",0.54,0.5152,0.64,0.0896,103
2,"April",109,"13",0,2,1,"cloudy/misty",0.54,0.5152,0.68,0.2239,129
2,"April",109,"14",0,2,1,"cloudy/misty",0.54,0.5152,0.64,0.194,107
2,"April",109,"15",0,2,1,"cloudy/misty",0.54,0.5152,0.65,0.1642,127
2,"April",109,"16",0,2,1,"clear",0.56,0.5303,0.52,0.2985,192
2,"April",109,"17",0,2,1,"clear",0.56,0.5303,0.6,0.1045,411
2,"April",109,"18",0,2,1,"cloudy/misty",0.54,0.5152,0.64,0.1343,421
2,"April",109,"19",0,2,1,"cloudy/misty",0.5,0.4848,0.72,0.194,276
2,"April",109,"20",0,2,1,"cloudy/misty",0.5,0.4848,0.72,0.2239,168
2,"April",109,"21",0,2,1,"cloudy/misty",0.5,0.4848,0.72,0.1343,122
2,"April",109,"22",0,2,1,"clear",0.48,0.4697,0.77,0.0896,112
2,"April",109,"23",0,2,1,"clear",0.46,0.4545,0.88,0.0896,52
2,"April",110,"0",0,3,1,"clear",0.44,0.4394,0.88,0.1343,33
2,"April",110,"1",0,3,1,"clear",0.42,0.4242,0.94,0.1642,7
2,"April",110,"2",0,3,1,"clear",0.42,0.4242,0.94,0.1642,2
2,"April",110,"3",0,3,1,"clear",0.42,0.4242,0.94,0,2
2,"April",110,"4",0,3,1,"clear",0.4,0.4091,1,0.1045,9
2,"April",110,"5",0,3,1,"clear",0.4,0.4091,0.94,0.194,15
2,"April",110,"6",0,3,1,"clear",0.42,0.4242,0.94,0.1642,64
2,"April",110,"7",0,3,1,"clear",0.44,0.4394,0.94,0,237
2,"April",110,"8",0,3,1,"clear",0.62,0.6061,0.69,0.4627,396
2,"April",110,"9",0,3,1,"clear",0.66,0.6212,0.61,0.2836,197
2,"April",110,"10",0,3,1,"clear",0.62,0.6061,0.69,0.0896,131
2,"April",110,"11",0,3,1,"clear",0.62,0.6061,0.69,0.0896,118
